cohort,seed,pre.shock_minus_control.top_occ,pre.shock_minus_control.TR_occ,pre.shock_minus_control.bottom_occ,pre.shock_minus_control.body_state_mean,pre.shock_minus_control.body_u_mean,pre.shock_minus_control.obs_pe_mean,pre.shock_minus_control.q_UP_minus_DOWN_mean,pre.shock_minus_control.pred_trend_UP_minus_DOWN_mean,pre.shock_minus_control.alpha_mean,pre.shock_minus_control.g_norm_mean,pre.shock_minus_control.g_delta_norm_mean,shock.shock_minus_control.top_occ,shock.shock_minus_control.TR_occ,shock.shock_minus_control.bottom_occ,shock.shock_minus_control.body_state_mean,shock.shock_minus_control.body_u_mean,shock.shock_minus_control.obs_pe_mean,shock.shock_minus_control.q_UP_minus_DOWN_mean,shock.shock_minus_control.pred_trend_UP_minus_DOWN_mean,shock.shock_minus_control.alpha_mean,shock.shock_minus_control.g_norm_mean,shock.shock_minus_control.g_delta_norm_mean,recovery.shock_minus_control.top_occ,recovery.shock_minus_control.TR_occ,recovery.shock_minus_control.bottom_occ,recovery.shock_minus_control.body_state_mean,recovery.shock_minus_control.body_u_mean,recovery.shock_minus_control.obs_pe_mean,recovery.shock_minus_control.q_UP_minus_DOWN_mean,recovery.shock_minus_control.pred_trend_UP_minus_DOWN_mean,recovery.shock_minus_control.alpha_mean,recovery.shock_minus_control.g_norm_mean,recovery.shock_minus_control.g_delta_norm_mean,did_residue.top_occ,did_residue.TR_occ,did_residue.bottom_occ,did_residue.body_state_mean,did_residue.body_u_mean,did_residue.obs_pe_mean,did_residue.q_UP_minus_DOWN_mean,did_residue.pred_trend_UP_minus_DOWN_mean,did_residue.alpha_mean,did_residue.g_norm_mean,did_residue.g_delta_norm_mean
no_conative,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16434577107429504,-0.7851296489045202,0.00031143305241130344,-0.03578375950455667,-0.01789828166365623,-0.0035976834595203427,-0.0461432218551634,0.023806565813720225,0.0,0.0,0.04999999999999999,-0.18710111938416957,-1.100251214206459,-0.000616381634608843,-0.10966752711683513,-0.052342561725527044,0.012757129222154613,-0.0342513948678973,0.01140249936725013,0.0,0.0,0.04999999999999999,-0.18710111938416957,-1.1002512142064589,-0.000616381634608843,-0.10966752711683513,-0.052342561725527044,0.012757129222154613,-0.0342513948678973,0.01140249936725013
no_conative,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16179631315171716,-0.8264592397701253,0.00017480062087997777,-0.022880230844020855,-0.01291140727698803,-0.0059906598180532455,-0.008969426155090332,0.0010759401600807898,0.0,0.0,0.1875,-0.30342668220400815,-1.710034103788436,0.0008642913511721414,-0.05831975694745778,-0.03173505426384508,-0.0024995815940201255,-0.01374920010566738,0.0010895241983234884,0.0,0.0,0.1875,-0.3034266822040081,-1.7100341037884357,0.0008642913511721414,-0.05831975694745778,-0.03173505426384508,-0.0024995815940201255,-0.01374920010566738,0.001089524198323491
no_conative,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1414430394768715,-0.8141377109691269,0.003021074179559949,-0.02369536682963371,-0.008526168763637543,-0.004335248470306398,-0.018261969089508057,0.0010188373737037189,0.0,0.0,0.0,-0.11897494434379041,-1.247882053953004,-0.008557431132066994,-0.02042853105813265,-0.009829028882086276,-0.002252004481852053,-0.003912937641143532,-0.004131202888675033,0.0,0.0,0.0,-0.11897494434379041,-1.2478820539530042,-0.008557431132066994,-0.02042853105813265,-0.009829028882086276,-0.002252004481852053,-0.003912937641143532,-0.004131202888675037
no_conative,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1273450996726751,-0.8139884597191273,0.004195467196404942,-0.027471563965082157,-0.013169278763234621,-0.0005303271114826223,-0.04869128465652439,0.026303846994414928,0.0,0.0,0.0,-0.1517090132459998,-1.254020976376176,-0.004590902803465732,-0.06495903730392455,-0.033544741105288274,0.012439787853509188,0.09824001491069767,0.019573973340447994,0.0,0.0,0.0,-0.1517090132459998,-1.254020976376176,-0.004590902803465732,-0.06495903730392455,-0.033544741105288274,0.012439787853509188,0.09824001491069767,0.019573973340447998
no_conative,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19572872221469884,-0.8136921848126898,0.0006868937460239978,0.010458397120237356,0.0024909088388085365,-0.006571955606341363,0.005244457721710116,0.005229949206113816,0.1875,0.1875,0.0,-0.2755497816950082,-1.194254306637583,-0.0011059596494305884,0.014041369222104555,0.005589721631258732,0.00043926592916250506,0.08077020049095163,0.0026135404419619594,0.1875,0.1875,0.0,-0.2755497816950082,-1.194254306637583,-0.0011059596494305884,0.014041369222104555,0.005589721631258732,0.00043926592916250506,0.08077020049095163,0.0026135404419619576
no_conative,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1036290107294917,-0.8203519490999871,0.008350240997970104,0.014892081171274218,0.00516098365187645,-0.02277791015803815,-0.025746524333953857,0.024226827640086414,-0.1375,-0.1375,0.9375,-0.24036742215976117,-2.1471183019588436,0.011280728585552423,0.02846104428172111,-0.0005051854066550759,0.005292875412851561,-0.07300927340984353,0.016375903348671277,-0.1375,-0.1375,0.9375,-0.24036742215976115,-2.147118301958843,0.011280728585552423,0.02846104428172111,-0.0005051854066550759,0.005292875412851561,-0.07300927340984353,0.016375903348671277
no_conative,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13466244675219058,-0.8237410412998603,0.0027488921303302043,-0.02421342283487321,-0.01397769190371037,0.0002511728554964038,-0.023570442199706942,0.01839944920502603,0.0,0.0,0.0,-0.11294765318743885,-1.2552222746323491,-0.0016621870687231442,-0.052468448318541056,-0.02715895837172866,0.0013567820191383376,-0.008524212241173057,0.004300204623723401,0.0,0.0,0.0,-0.11294765318743882,-1.2552222746323491,-0.0016621870687231477,-0.052468448318541056,-0.02715895837172866,0.0013567820191383376,-0.008524212241173057,0.004300204623723401
no_conative,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1917149677872657,-0.8139884597191274,-0.00016941567882895053,-0.0014636650681495722,-5.9122778475285964e-05,-0.0017051700502634035,-0.009811508655547918,0.00017371820285916328,0.0,0.0,0.0,-0.2554417010396719,-1.2571790779099925,-1.3486563693730635e-05,-0.0004495086148381122,0.000533117866143587,0.005851541273295881,-0.0034797519445417535,0.005376086477190258,0.0,0.0,0.0,-0.2554417010396719,-1.2571790779099925,-1.3486563693730635e-05,-0.0004495086148381122,0.000533117866143587,0.005851541273295881,-0.0034797519445417535,0.005376086477190262
no_conative,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1344478826969862,-0.8045549750971175,0.00027433247305452824,-0.028834564983844763,-0.018124508485198032,0.0003183711320161875,-0.06768938302993766,0.027318562613800165,0.25,0.25,-0.1125,-0.12064296985045075,-0.7398593167515835,-0.0007808441820088777,-0.02521364819258451,-0.01678509488701821,0.003964779060333962,-0.1291485339403149,0.010767312513780781,0.25,0.25,-0.11249999999999999,-0.12064296985045075,-0.7398593167515836,-0.0007808441820088795,-0.02521364819258451,-0.01678509488701821,0.003964779060333962,-0.1291485339403149,0.010767312513780769
no_conative,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19395820498466498,-0.8139884597191271,0.000611021192162298,0.029497081786394125,0.009942611679434776,-0.019225137308239937,-0.03152061700820896,0.010872340388596056,0.0,0.0,0.0,-0.2580097366124391,-1.2552146361651075,0.0005409737845184278,0.027097857184708113,0.008365819626487796,-0.016749993991106757,-0.05139753222465515,0.005287988256895915,0.0,0.0,0.0,-0.2580097366124391,-1.2552146361651075,0.0005409737845184278,0.027097857184708113,0.008365819626487796,-0.016749993991106757,-0.05139753222465515,0.005287988256895915
no_conative,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1816042348742486,-0.8139884597191263,-0.0018394789192825584,0.026165181770920753,0.01323603969067335,-0.018288619816303246,-0.009849083423614235,0.0015271760756149881,0.0,0.0,0.0,-0.23481801673769942,-1.2541830026727347,-0.0021740893949754522,0.02047974457964301,0.010625971900299187,0.006523288972675803,-0.0032463163137435025,0.0016182951396331198,0.0,0.0,0.0,-0.23481801673769942,-1.2541830026727347,-0.0021740893949754522,0.02047974457964301,0.010625971900299187,0.006523288972675803,-0.0032463163137435025,0.0016182951396331163
no_conative,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1812995307147503,-0.8129120804914876,0.0005408730707131331,0.023593824356794357,0.007332559302449221,0.0012964513152837753,-0.005070745944976807,0.009719793405383825,0.0,0.0,0.35,-0.3077819813042879,-1.4992699200682722,0.005512549963896163,-0.016360835358500525,-0.017905431613326084,0.00904483674094081,-0.0012143194675444668,0.00669288239441812,0.0,0.0,0.35,-0.3077819813042879,-1.4992699200682722,0.005512549963896163,-0.016360835358500525,-0.017905431613326084,0.00904483674094081,-0.0012143194675444668,0.00669288239441812
no_conative,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09161405060440303,-0.8146814983443458,-0.0006584492512047291,-0.016548678278923035,-0.0071997251361608505,0.00885281153023243,-0.002735841274261297,0.01310995996464044,0.0,0.0,0.0,-0.0736602597637102,-1.2539879113340011,0.0014693954930407923,-0.013873728364706038,-0.006343515124171972,0.0027776307426393074,-0.002421715855598361,0.0009877986856736253,0.0,0.0,0.0,-0.07366025976371021,-1.2539879113340011,0.0014693954930407923,-0.013873728364706038,-0.006343515124171972,0.0027776307426393074,-0.002421715855598361,0.0009877986856736201
no_conative,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0862846741452813,-0.8139884597191278,-0.022587024047970777,-0.015204563736915588,-0.0061801677569746985,-0.0031257636845111805,-0.010170292854308816,0.0034587682224810137,0.0,0.0,0.0,-0.06954024957958609,-1.246644731643312,-0.04521353275049478,-0.023878214508295068,-0.009905677009373899,0.0007567510008811909,0.009838661551475614,0.0053860091487877085,0.0,0.0,0.0,-0.0695402495795861,-1.246644731643312,-0.04521353275049478,-0.023878214508295068,-0.009905677009373899,0.0007567510008811909,0.009838661551475614,0.0053860091487877015
no_conative,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,-0.14008871540427206,-0.8220731204712057,0.0007778441999107596,-0.03270662799477578,-0.015378887206316,-0.019692115485668182,-0.01693327426910418,0.016924902331084013,0.0,0.0,0.0625,-0.14806219916790725,-1.416057948951113,0.018418197741266337,-0.02152699194848537,-0.011320714233443135,0.024237448442727322,-0.012636756896972301,0.008290722171659581,0.0,0.0,0.0625,-0.14806219916790725,-1.416057948951113,0.018418197741266337,-0.02152699194848537,-0.011320714233443135,0.024237448442727322,-0.012636756896972301,0.008290722171659583
no_conative,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19054347425699236,-0.8152455665343421,0.0014910319296177477,0.0409135937690735,0.019044772908091548,-0.00010939985513687411,-0.00356236696243295,0.0034308674745261673,0.0,0.0,0.0,-0.25371179282665257,-1.2571134502922903,0.0016565106161579024,0.03796929186210035,0.020793782081454992,-3.4411251544953086e-05,-0.01999123990535745,0.002926314185606316,0.0,0.0,0.0,-0.25371179282665257,-1.2571134502922903,0.0016565106161579024,0.03796929186210035,0.020793782081454992,-3.4411251544953086e-05,-0.01999123990535745,0.0029263141856063213
no_conative,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,-0.1788613080978394,-0.8144587994060476,-0.0016868775710463524,-9.336173534393172e-05,0.0014280881732702255,0.0010600440204143503,-0.004119086265563787,0.0005232363007962697,0.0,0.0,0.0,-0.2318267289549112,-1.2625861129765958,-0.021779571261140517,0.006165185198187824,0.005055720126256345,0.003949381224811081,0.020303630828857333,0.0009627492749132213,0.0,0.0,0.0,-0.2318267289549112,-1.2625861129765958,-0.021779571261140517,0.006165185198187824,0.005055720126256345,0.003949381224811081,0.020303630828857333,0.000962749274913216
