cohort,seed,valence_name,zone3,n,body_state,body_u,pred_UP_minus_DOWN,true_UP_minus_DOWN,pred_trend_UP_minus_DOWN,true_trend_UP_minus_DOWN,abs_err_trend_UP,abs_err_trend_DOWN
no_conative,5,top,TM,6.0,0.506718267997106,0.0268752398150175,0.0037148197491963,0.0018457284945654,0.1305795684456825,0.1057932677555679,0.0153728835284709,0.0401591813812653
no_conative,5,top,TR,200.0,0.7007127690315247,0.924614563278408,-0.0006396257877349,0.0008872190180617,0.1162686862796545,0.0680505464500098,0.0109268539957702,0.0432097837049514
no_conative,6,bottom,BL,25.0,0.1117275637388229,-2.088208623090751,0.002974733710289,0.0004595046736371,0.0797747954726219,0.0724006848685897,0.0125353684462606,0.0126123028993606
no_conative,6,bottom,BM,200.0,0.1805037527903914,-1.640491608463921,0.0046783192455768,0.000528982020178,0.0915915194526314,0.0581826217598311,0.0269437973381718,0.0139754262007772
no_conative,6,bottom,BR,200.0,0.2589366152510047,-1.1445382106954924,0.0130337701365351,0.0009324703235197,0.107764871455729,0.0754865200292905,0.0259175969910575,0.012065117303282
no_conative,6,mid,ML,15.0,0.1609059482812881,-1.661188355850682,0.0079871535301208,0.001242135879919,0.0959569697578748,0.1230595391486002,0.0393753590683142,0.0122727903227011
no_conative,6,mid,MM,200.0,0.3997305192798376,-0.4764721510945147,0.0284901789948344,0.002363850698233,0.1273897063732147,0.1340080682089479,0.0184883550694212,0.0122404968738555
no_conative,6,mid,MR,200.0,0.46538807451725,-0.147179103066441,0.0295457758009433,0.0024507798788977,0.1293722731620073,0.1315731107286454,0.0106322985701262,0.0117566625215113
no_conative,6,top,TM,9.0,0.4832625355985429,-0.0754267686941441,0.0275896588961283,0.0016848429019695,0.1228258262077967,0.1012489653358612,0.0097134692801369,0.0141743359466393
no_conative,6,top,TR,200.0,0.6713461565226316,0.7913160901276778,0.0142417606711387,0.0009101943399052,0.1012747407704591,0.0681725265000203,0.009785912297666,0.0274841532751452
no_conative,7,bottom,BL,2.0,0.2056656554341316,-1.3529882212945834,0.0075372382998466,0.0001721115029946,0.0823879949748516,0.0290437159094554,0.0688978508114814,0.0155535675585269
no_conative,7,bottom,BM,136.0,0.2137078576009063,-1.3431231701380362,0.0144115062978337,0.000735762537447,0.0932103189475396,0.0716766107309442,0.0395465641734464,0.0179194396033006
no_conative,7,bottom,BR,200.0,0.2560815177485346,-1.1674461263970546,0.0175686682015657,0.0009103500588918,0.0972327489778399,0.0755006143438854,0.0354309555422514,0.0127764106541872
no_conative,7,mid,MM,200.0,0.4412761647999286,-0.2680740231221554,0.0319251906126737,0.002575887736826,0.1177773239091038,0.1358138576282361,0.0096868763398379,0.0222310040693264
no_conative,7,mid,MR,200.0,0.4601325863599777,-0.1701637239919998,0.0291023470461368,0.002513733951204,0.1128932400792837,0.1323238675085353,0.01090030613821,0.0284456042107194
no_conative,7,top,TM,21.0,0.3027183150961285,-0.875687220622193,0.0325467132386707,0.001134031860347,0.1007417876805577,0.0848895359089902,0.0158079128180231,0.0316601651055472
no_conative,7,top,TR,200.0,0.7006644510477781,0.9345272187838366,0.0035706643015146,0.0007491765473456,0.0659960888139903,0.060329110496823,0.0039575286582112,0.018545707881567
no_conative,8,bottom,BL,8.0,0.2307031787931919,-1.209423681336144,0.0082153007388114,0.0011657031620669,0.1390556991100311,0.0980707027626815,0.0518855084665119,0.0109005151316523
no_conative,8,bottom,BM,172.0,0.3003474007858786,-0.8816778271660345,0.0081331202283848,0.0008231830298505,0.1349511889437603,0.0668708658956622,0.0863840497358767,0.0183440178286197
no_conative,8,bottom,BR,200.0,0.2719292612932622,-1.1137114494751983,0.0058815225958824,0.00086752081722,0.1193137595430016,0.0722712327974538,0.0581981782335788,0.0134273832477629
no_conative,8,mid,ML,3.0,0.2207584828138351,-1.2623651597073573,0.0095398227373758,0.0015863057217942,0.1414180099964141,0.1230595391486002,0.0269453475872675,0.0085868785778681
no_conative,8,mid,MM,200.0,0.4793790890276432,-0.0928200296939349,0.0121248237043619,0.0026803717638675,0.137174738459289,0.1359171365408466,0.0227876775711774,0.0219164787745103
no_conative,8,mid,MR,200.0,0.4684934014827013,-0.1393539722738723,0.0119472347199916,0.0024797716396046,0.1374008536338806,0.1325049274778728,0.0177716048434376,0.0140366950258612
no_conative,8,top,TM,9.0,0.488761951526006,-0.0621589562783749,0.0029992196294996,0.0013477277342512,0.0968574103381898,0.085340957578083,0.0067201844520039,0.0155893462813562
no_conative,8,top,TR,200.0,0.6963339567929506,0.9019477311509716,-0.0017242033034563,0.0008317124496859,0.0796500577777624,0.0648520369787315,0.010333093535155,0.020104540730972
no_conative,9,bottom,BM,32.0,0.288325629197061,-1.0899213749420258,0.0032635370735079,0.000931692356379,0.0979737262241542,0.0707859042406996,0.0594235026292153,0.032235680730082
no_conative,9,bottom,BR,200.0,0.1927806666120886,-1.5846176376920618,0.0050680526718497,0.00051184415492,0.1002370576933026,0.0550521429912522,0.075667345393449,0.0304824306163936
no_conative,9,mid,MM,200.0,0.4973636519908905,-0.0105484689065704,0.0032204788923263,0.0027447199501104,0.1190598667785525,0.136370465828628,0.0189231984922662,0.0358046225644648
no_conative,9,mid,MR,200.0,0.4661738613247871,-0.1614638597143293,0.0024467432498931,0.0024813354210619,0.1130520974472165,0.1320699079963564,0.0135771107906475,0.0302983055310323
no_conative,9,top,TR,200.0,0.6769258396327495,0.7967523535317234,-0.0098273007571697,0.0011498045982499,0.0723803399689495,0.0811392293846638,0.0074193780496716,0.0213096683123148
no_conative,10,bottom,BM,22.0,0.3549192737449299,-0.6449981622982147,0.0204345563595945,0.0011232161453468,0.0625528745691884,0.0765040224911007,0.0415575792589648,0.0555087260224602
no_conative,10,bottom,BR,200.0,0.2362590802647173,-1.290522826140582,0.0071943285316228,0.0007946189301145,0.0516447971761226,0.0708323651038162,0.0370007451390847,0.0552448986284434
no_conative,10,mid,MM,200.0,0.4914883206784725,-0.0370656484430551,0.0409681415185332,0.0027171299117497,0.0760825914144516,0.1360279431852945,0.0077768739266321,0.0540911833941936
no_conative,10,mid,MR,200.0,0.4558542463555932,-0.2021054097702984,0.0322384021431207,0.0024126003449309,0.070215217527002,0.1322313706703526,0.016069001564756,0.0461210846714675
no_conative,10,top,TL,49.0,0.8341746342425443,1.632659411594992,0.0037864227684176,0.0004042915513674,0.0435926367585756,0.0515662795084403,0.0028775966137039,0.0216450468180891
no_conative,10,top,TM,143.0,0.7281251005776279,1.103443461767184,0.0124259586934443,0.0005555183312582,0.0510871999903575,0.0513902632097468,0.0037987370017942,0.0181176484549431
no_conative,10,top,TR,200.0,0.7026655445992946,0.9277969292008702,0.0188760916143655,0.000804515805011,0.0597622880898416,0.0642518636267499,0.0063478991016745,0.0198682869644835
no_conative,11,bottom,BL,194.0,0.2350148388098195,-1.2575717866827545,-0.0042670812342584,0.0007746838734222,0.0857002246433619,0.0726179469406959,0.0436788334009554,0.0316552424553743
no_conative,11,bottom,BM,200.0,0.1680355731770396,-1.776234554003092,-0.0032197596505284,0.0005517827084377,0.0782322415523231,0.0661706743526313,0.0436740643298253,0.0315010949969291
no_conative,11,bottom,BR,200.0,0.2238339770585298,-1.378980670097772,-0.0089348128810524,0.0007063337367736,0.0790483306348323,0.0655204714134132,0.0378015721135307,0.0272074410878121
no_conative,11,mid,ML,129.0,0.3279232335414073,-0.783399056512242,-0.0008157061976055,0.0021007195617715,0.1026560176712598,0.1298461919891291,0.0189944310330374,0.0198331711409512
no_conative,11,mid,MM,200.0,0.423486944437027,-0.3721156064368977,0.0010472996160387,0.0024274370242762,0.1053700640425086,0.1338286354109057,0.0449795119930058,0.0277216726192273
no_conative,11,mid,MR,200.0,0.4389727059751749,-0.2749983758587,0.002697114944458,0.0024237705269109,0.1049713693559169,0.1325196432593286,0.0567623980809003,0.0345113264117389
no_conative,11,top,TL,22.0,0.3408785597844557,-0.671682379801653,-0.0043075613000176,0.0015846652978921,0.0988500822674144,0.1039342349475061,0.0139646858654238,0.0088805323466658
no_conative,11,top,TM,28.0,0.3315458638327462,-0.7572622041158796,0.0079216765505926,0.0011049677590376,0.0899731226797614,0.0809889973963536,0.0215985649930579,0.0224756971001625
no_conative,11,top,TR,200.0,0.6586985444277524,0.7166845719607094,0.0013726758956909,0.001068550927328,0.0960164412111043,0.0761946335905931,0.0651633009314537,0.0839124144334346
no_conative,12,bottom,BL,6.0,0.1584169541796048,-1.670609963259178,0.0112516892453034,0.0004603740926155,0.0739465368290742,0.0580692444822333,0.0488543311754862,0.0329770402361949
no_conative,12,bottom,BM,66.0,0.2559905096211217,-1.1338024012931618,0.0161588075711871,0.0008232079085069,0.0782527280124751,0.0726801637284229,0.0450718380285031,0.0394292286399639
no_conative,12,bottom,BR,200.0,0.2536814396828413,-1.17625822887076,0.0152324832975864,0.0008614817090011,0.0736743355542421,0.0744721266703137,0.0425899186031892,0.0407442384958267
no_conative,12,mid,MM,200.0,0.4922513827681541,-0.034517725533739,0.0290224962681531,0.0026780317940593,0.0864500593021512,0.1347186113514985,0.0068695461610332,0.0514906809292733
no_conative,12,mid,MR,200.0,0.5009216181561351,0.0053174846187854,0.0287960152328014,0.0024805039966438,0.0885008662566542,0.1321025939018585,0.0080641481094062,0.0474357961211353
no_conative,12,top,TM,51.0,0.5195723585053986,0.0784151759244978,0.0159711370281144,0.0015853684133439,0.0606291592851573,0.0940973665008985,0.008183026868923,0.0254893573731476
no_conative,12,top,TR,200.0,0.7217339406907558,1.0529847774303045,0.0064865224063396,0.0006255452542409,0.0418546311371028,0.0551143412567159,0.0078382566198706,0.0172084163827821
no_conative,13,bottom,BL,1.0,0.14262156188488,-1.7936846479828514,0.016670674085617,0.0006674105340261,0.1029839962720871,0.0853439068668875,0.0683547556400299,0.0507146753370761
no_conative,13,bottom,BM,168.0,0.1675741250316302,-1.6857381795023954,0.0182174921834043,0.0004878767569157,0.103343174083247,0.0589916013516414,0.0931802912659588,0.0488287182081313
no_conative,13,bottom,BR,200.0,0.2337544570118188,-1.3289514972874608,0.0208816558867692,0.0006835214554884,0.0989915437251329,0.0613341114584417,0.0754835694981738,0.0378261370304971
no_conative,13,mid,MM,200.0,0.4941588570922613,-0.0275999782485552,0.0250980480760335,0.0027377464672293,0.0833220149576663,0.1365554595049936,0.0289623148553073,0.0809707755967974
no_conative,13,mid,MR,200.0,0.4975880932062864,-0.0132097109476667,0.0262244011834263,0.0024889660517124,0.0917157137021422,0.1312449641845488,0.0243187381699681,0.0628217335790395
no_conative,13,top,TM,3.0,0.5199284752209982,0.0797619051055733,0.0217136045296986,0.001842507393547,0.0708716039856274,0.105793267755568,0.0077170059084892,0.0426386731366316
no_conative,13,top,TR,200.0,0.6932229062914849,0.8817675511371569,0.005678141862154,0.0008461824071861,0.0454066372290253,0.0649668331595673,0.0118353813141584,0.0332144808047451
no_conative,14,bottom,BL,12.0,0.1901408843696117,-1.4555653777404496,0.0023968542615572,0.0002325930624974,0.0430007521063089,0.0344569826210997,0.0223435753335555,0.013799803952376
no_conative,14,bottom,BM,197.0,0.1803233078137267,-1.6497130821019208,0.0033472963622983,0.0004585078129915,0.0505370498081754,0.0531032325990418,0.0205193788077928,0.0120429379988442
no_conative,14,bottom,BR,200.0,0.2036921511217951,-1.495372695479609,0.0026321718096733,0.0005867468624301,0.0569193409755826,0.0587554286672215,0.0215445930790156,0.0165204107016325
no_conative,14,mid,MM,200.0,0.4799931786209345,-0.0964749253081235,0.0193903018906712,0.0026512822726997,0.0945030893012881,0.1355128361113182,0.0135105828521773,0.0362317757960408
no_conative,14,mid,MR,200.0,0.4675098005309701,-0.1399308925750577,0.0154945641383528,0.0024386086206159,0.0882120824046433,0.1313809290026613,0.0142529953457415,0.0335496081225574
no_conative,14,top,TM,7.0,0.5145833492279053,0.0583571496365426,0.0202309318951198,0.0018439909428692,0.089740443442549,0.105793267755568,0.0268822216561862,0.0120233564770647
no_conative,14,top,TR,200.0,0.615939500182867,0.4992664605215591,0.0062621912360191,0.0014165898586972,0.0667059486545622,0.0938596342211516,0.0123595759458839,0.0273693846887908
no_conative,15,bottom,BL,200.0,0.1577469396032393,-1.8953575399624545,0.0013441812992095,0.0002071420754585,0.057646459005773,0.0358379547062098,0.0365424565738067,0.0136901836656033
no_conative,15,bottom,BM,200.0,0.2283734520711004,-1.40265941110765,0.0026517431810498,0.0004209542510611,0.0630578619427979,0.0443480842997914,0.0383746774308383,0.0190511927008628
no_conative,15,bottom,BR,200.0,0.200334699768573,-1.5660492813343532,0.0016958092525601,0.0005423509406645,0.0591639982163906,0.0554331832456433,0.021879546502605,0.0119719440490007
no_conative,15,mid,ML,40.0,0.434114321321249,-0.3743720701979607,0.0200268380343914,0.0023425040816096,0.0955898381769657,0.1298774485893672,0.0158101596171036,0.0257491764612495
no_conative,15,mid,MM,200.0,0.4741350688040256,-0.1088086685695662,0.0195558930933475,0.0026430279910766,0.0996128925681114,0.1344506154223016,0.018777071959339,0.0192234093416482
no_conative,15,mid,MR,200.0,0.4644495663419365,-0.1642142146067852,0.0168688590079546,0.0024468823362202,0.0976509776338935,0.1317326065491273,0.0291904128016904,0.011284464681521
no_conative,15,top,TM,12.0,0.4921212295691172,-0.0320195002569952,0.020041637122631,0.0017183742972323,0.100850877041618,0.1006809275333978,0.0317369072387615,0.0319068585522472
no_conative,15,top,TR,200.0,0.7083766196668148,0.9674982446339444,0.0158759236335754,0.0008082187599212,0.0951803446188569,0.0631295843880121,0.019595258552581,0.0506344792712479
no_conative,16,bottom,BM,3.0,0.4716775814692179,-0.1134456437465092,-8.34365685780843e-05,0.001838100340541,0.1012492403388023,0.1057932677555679,0.0176239007463057,0.0221679285168647
no_conative,16,bottom,BR,200.0,0.3772769892960786,-0.5212042134810262,-0.0029685630649328,0.001548081972218,0.1047907251492142,0.0992404253716606,0.0328957815049216,0.0273454816266894
no_conative,16,mid,ML,200.0,0.5783043092489243,0.3379832579046853,-0.0011116780340671,0.0023738752549306,0.1054722595959901,0.1306520760538456,0.0071675555733963,0.0210438987985253
no_conative,16,mid,MM,200.0,0.5113215267658233,0.0612645220310275,0.0026632352173328,0.002629925253131,0.1127372021600604,0.1346372362699624,0.0172765509504824,0.0127098662406206
no_conative,16,mid,MR,200.0,0.5048322939872741,0.0239626910697914,0.0020417441427707,0.0025182890382435,0.1128118905425071,0.1324526442770294,0.0138707263418473,0.0111450418829917
no_conative,16,top,TL,200.0,0.7101832136511803,0.9656221229402384,-0.0148182386159896,0.00080201223397,0.0773546578735113,0.0641529176607983,0.0134970764815807,0.0287282748252619
no_conative,16,top,TM,200.0,0.7514732494950295,1.269948953563689,-0.0097079715132713,0.0005585470354429,0.0778381707891821,0.056000861340179,0.0204802215937525,0.0431186334136873
no_conative,16,top,TR,200.0,0.710568590760231,0.9921773500951794,-0.008389349579811,0.0006931241078609,0.0846671706810593,0.0582440443268398,0.0242986533697694,0.0507785876560956
no_conative,17,bottom,BM,112.0,0.2416733708897871,-1.2286013927621364,0.0011636769798185,0.0006573357745663,0.0363038511880274,0.0609167528651324,0.047468042500051,0.0720809438664998
no_conative,17,bottom,BR,200.0,0.1985303148627281,-1.5607627711039818,0.0013181545957922,0.0005045710718219,0.0314479786064475,0.0523214573764518,0.0683749477472156,0.0892484267428517
no_conative,17,mid,MM,200.0,0.4965470646321773,-0.0138216564808319,0.0132701157033443,0.0027444733955357,0.0593786581233143,0.1363832147565698,0.0186922939866781,0.0629193703457713
no_conative,17,mid,MR,200.0,0.4630988764762878,-0.1636802221058376,0.0112995437160134,0.0025158462771795,0.0563929489254951,0.1327118249853127,0.0123122255597263,0.0779782396182417
no_conative,17,top,TM,4.0,0.5083694756031036,0.033481565240462,0.0113930329680442,0.0018454828407225,0.0586060406640172,0.105793267755568,0.0058037675917148,0.0413834629580378
no_conative,17,top,TR,200.0,0.7146231983602047,0.9967860558282337,0.0023143562674522,0.0007507582278034,0.0423061124794185,0.0593845662025023,0.0081724772788584,0.021988898795098
no_conative,18,bottom,BL,62.0,0.0649278383221357,-2.6892820197314515,0.0046600594876273,0.0001755128680758,0.0843669659187716,0.0484831001071982,0.0496100385282789,0.0123506734568265
no_conative,18,bottom,BM,158.0,0.1569180719884513,-1.890788042906219,0.0035985065977784,0.0004625914586477,0.0831001753671259,0.0536135866854324,0.0502691748360454,0.0201376275737074
no_conative,18,bottom,BR,200.0,0.2235294903814792,-1.4497432144913451,0.0019091944023966,0.0006165132785887,0.0811736857146024,0.0569309963814509,0.0457728379947366,0.0193247560225427
no_conative,18,mid,ML,25.0,0.0771420031785965,-2.4820378249710173,0.0071173855662345,0.0007204406704459,0.0995164453983306,0.1295440808491662,0.0265137419104576,0.0061285459250211
no_conative,18,mid,MM,200.0,0.4939766375347972,-0.0297637579988138,0.0133321103453636,0.0026645395412141,0.1175078524276614,0.1345810193620908,0.0132011940190568,0.0088431597501039
no_conative,18,mid,MR,200.0,0.4460016617178917,-0.2395412112574651,0.0120626748353242,0.0024157789126239,0.1143165741115808,0.1317254184995089,0.0159393146913498,0.0112739766621962
no_conative,18,top,TM,200.0,0.5699683019518852,0.2858873701865143,-7.684603333473206e-05,0.0007736593053565,0.0766910775378346,0.0543833567443803,0.0081789037212729,0.0321254176041111
no_conative,18,top,TR,200.0,0.7594791062176227,1.2808722959796557,0.0032353962957859,0.0003680013060079,0.0752559652738273,0.0404827748619311,0.0165765919350087,0.0517699024057947
no_conative,19,bottom,BM,102.0,0.2957478166356975,-0.9366739220648592,-0.017876347782565,0.0004915749519803,0.1049449856520867,0.044568435597284,0.0420003734510757,0.0347765402904912
no_conative,19,bottom,BR,200.0,0.2314975387975573,-1.3586141066378266,-0.0111670508980751,0.000628950545987,0.1066177501901984,0.0581807681975373,0.0729900660691782,0.0375876881647855
no_conative,19,mid,MM,200.0,0.4968751727044582,-0.0139764248178555,-0.0001646776497364,0.0027477986672424,0.1397339059412479,0.1366316133904254,0.0391421851189807,0.0376710615679621
no_conative,19,mid,MR,200.0,0.4632069738954306,-0.153261965988155,-0.0017935061454772,0.002525387414878,0.1343148197606206,0.1322150277176015,0.044633942595683,0.0433653677999973
no_conative,19,top,TM,6.0,0.5069936017195383,0.0279772813243529,0.0008832613627115,0.0018456545680866,0.1377887601653734,0.105793267755568,0.0447927167018254,0.0321949409941832
no_conative,19,top,TR,200.0,0.7023854971677065,0.9382008238612208,0.0010417966544628,0.0008725470936865,0.1314021244272589,0.0683666616605295,0.041529574310407,0.0941063304292038
no_conative,20,bottom,BL,200.0,0.2539771953597665,-1.1850250913452638,0.0022812886163592,0.0007483164135404,0.0643265597335994,0.0684697449516955,0.0861894746869802,0.090332659818232
no_conative,20,bottom,BM,200.0,0.3298375792987644,-0.8001454971194875,0.0020619113743305,0.0006325178867983,0.0633879688382148,0.0520131768520184,0.0825701852422207,0.0711953930556774
no_conative,20,bottom,BR,200.0,0.1479816119559109,-1.9951096399265176,0.0020958458259701,0.0001968094215378,0.0605645662732422,0.0366235058140393,0.0848376476950943,0.0608965871669352
no_conative,20,mid,ML,200.0,0.4631656147912145,-0.1451916063997294,0.0013790752366185,0.0022343077040103,0.0588506264798343,0.1321516227601115,0.0157272732490673,0.0855158324353397
no_conative,20,mid,MM,200.0,0.485441535115242,-0.0631423246820697,0.0013259649649262,0.002454495728752,0.0610597530938684,0.1312557462589765,0.0087885294668376,0.0734562988579273
no_conative,20,mid,MR,200.0,0.4294506871700287,-0.3512997638915602,0.002483387067914,0.0021927727233951,0.0636167379654944,0.1304579274743475,0.0096613385435193,0.0617069831863045
no_conative,20,top,TL,200.0,0.7701177763938903,1.3480762760243314,-0.0044747576117515,0.0004331122125444,0.0263858250249177,0.0480198630522562,0.0094312849454581,0.0175594616029411
no_conative,20,top,TM,200.0,0.7212197328358889,1.0708353231913843,-0.0059740849584341,0.0003999105582241,0.0267938425578176,0.0408801819080311,0.0104072465933859,0.0120440024114213
no_conative,20,top,TR,200.0,0.8151090551167727,1.6049140822278705,-0.0014531100541353,0.0002856711152395,0.0344091889169067,0.0385198214599548,0.0183519686944782,0.0187791461218148
no_conative,21,bottom,BL,19.0,0.2604893320485165,-1.1562213800065573,-0.0098806596116015,0.0005172945274707,0.10132965210237,0.0470341452408287,0.0990407221803539,0.0447452162441454
no_conative,21,bottom,BM,88.0,0.273369002325291,-1.0595754010790324,-0.0091529083861546,0.0007214620261127,0.1034902312200177,0.0612369149868365,0.0945252342763441,0.0527387371456081
no_conative,21,bottom,BR,200.0,0.2449612086266279,-1.2464206891734793,-0.0070905611291527,0.0007979307425245,0.1047437405213713,0.068900336433153,0.0978796672774478,0.062607150375843
no_conative,21,mid,MM,200.0,0.4977774819731712,-0.0088924370403756,-0.0028651681542396,0.0027023765734158,0.1317068624868989,0.1350905655577438,0.0286168990377336,0.0284831731021404
no_conative,21,mid,MR,200.0,0.4786049589700997,-0.1187142120649103,-0.0035016825050115,0.0023321158284973,0.1260117232054472,0.1302023407908734,0.0289349270123057,0.0308213880006223
no_conative,21,top,TL,11.0,0.6186971718614752,0.4843011834198062,-0.021641346541318,0.0009403793275999,0.1062718744982372,0.0649266192945098,0.0478535450317642,0.0112431484528563
no_conative,21,top,TM,200.0,0.6057990732789039,0.4484873617165536,-0.0167735755443573,0.0006426748959393,0.1057792241871357,0.0491709304238527,0.0523819404840469,0.0207564451987855
no_conative,21,top,TR,200.0,0.7320246558636427,1.1005089603641065,-0.0163770364969968,0.0006386192703675,0.0975169218704104,0.0554110079312294,0.0223144925106316,0.0467642285954207
no_conative,22,bottom,BL,127.0,0.2692789211282579,-1.070425992573684,0.006878521982727,0.0009926867573968,0.022423513688323,0.0792381587296931,0.0244456279255618,0.0795889046835148
no_conative,22,bottom,BM,200.0,0.1718169199302792,-1.669992466952352,0.001678993916139,0.0004990621351741,0.013379115818534,0.0573499213150368,0.0278366658595041,0.0652607843652367
no_conative,22,bottom,BR,200.0,0.2420229282788932,-1.2811134863225606,0.004271276583895,0.0008306470568849,0.016441046167165,0.0727929259394067,0.0205803772597573,0.058134599532932
no_conative,22,mid,ML,192.0,0.3547724978222201,-0.6383716549573512,0.0251389895759833,0.0021845092754255,0.0461220721675393,0.1294309154000054,0.015542079641212,0.0694754910946358
no_conative,22,mid,MM,200.0,0.4342348801344633,-0.3055905119185132,0.0390726743265986,0.0024681169646939,0.0534899020101875,0.1340280051865082,0.023317187060602,0.0576768134627491
no_conative,22,mid,MR,200.0,0.4618476010486483,-0.1747018980852714,0.0373322343453764,0.0024141521322954,0.0525398171413689,0.1315296427487156,0.0377918577194213,0.0411979680415242
no_conative,22,top,TL,200.0,0.5617379888147116,0.2677446989495785,0.0256244248151779,0.0006618983445163,0.0397882462479174,0.0507667443797692,0.0048662386834621,0.0148513768147677
no_conative,22,top,TM,200.0,0.652117026001215,0.6898915929517551,0.0219481289386749,0.0006676418264092,0.0366760196071118,0.0535173758756233,0.0072733525931835,0.0163949708873406
no_conative,22,top,TR,200.0,0.7032498233020306,0.9565156386411826,0.0228468696400523,0.0009991611408212,0.0411401569843292,0.074166985524746,0.0228928110003471,0.0169517635385273
no_conative,23,bottom,BL,200.0,0.1857137803547084,-1.7398479064381305,0.0149404328688979,0.0003284453726547,0.0879427544400096,0.0408458154881219,0.0687575671449303,0.0216705372370779
no_conative,23,bottom,BM,200.0,0.2404571566730737,-1.286291450513387,0.0217986011877656,0.000486110341384,0.0949795258790254,0.0500656499230069,0.0634989030938595,0.0186106655932962
no_conative,23,bottom,BR,200.0,0.2491244663111865,-1.3045274387320926,0.0252956606820225,0.0007088933004117,0.1042084139958024,0.062743584912499,0.0651944243069738,0.0237295950204134
no_conative,23,mid,ML,200.0,0.5419185738265514,0.1803764691625962,0.027848637998104,0.0024330909033824,0.0948353109508752,0.1302477756243173,0.0130175745720043,0.0467785523645579
no_conative,23,mid,MM,200.0,0.5144162973016501,0.0664710742731125,0.0273473300039768,0.0025926236811642,0.0953627420961856,0.1335276138939878,0.0113058331422507,0.0353313377033919
no_conative,23,mid,MR,200.0,0.5252541390806437,0.1103510080844217,0.0226368807256221,0.0024780348650137,0.0857193100079894,0.1315767047534546,0.0086696344753727,0.0455670172814279
no_conative,23,top,TL,200.0,0.7394923783838749,1.1328943200198909,0.0053706319630146,0.0006370806463463,0.0330356374196708,0.0572032728572134,0.0066239714249968,0.0225826044566929
no_conative,23,top,TM,200.0,0.6376049521565438,0.6195836391854831,0.0058442795276641,0.0007914000302576,0.0382138383295387,0.0581375450793545,0.0186919461376965,0.0190279976394958
no_conative,23,top,TR,200.0,0.7440885290503502,1.1872028268022063,0.0028895775973796,0.0005469354438597,0.0282033628225326,0.0499670989573447,0.0134393551945686,0.015428344681859
no_conative,24,bottom,BL,11.0,0.0950807028196074,-2.253398123516698,0.007833488962867,0.0005728327937656,0.1188150353052399,0.0983571365233198,0.0153415013443339,0.0357993983409621
no_conative,24,bottom,BM,54.0,0.1709378476220148,-1.7164043793092216,0.007977764363642,0.0005798456364746,0.1156396494695433,0.0664075017322381,0.0328816236341717,0.0249407043059666
no_conative,24,bottom,BR,200.0,0.3060812866687775,-0.9343041053878792,0.0078665763139724,0.0009858836925445,0.1211922743916511,0.0740983966887314,0.0419613467901945,0.013438726440072
no_conative,24,mid,ML,1.0,0.0928303822875022,-2.2795554518241468,0.0084615498781204,0.0007789522594853,0.1251209825277328,0.1230595391486,0.0392207354307174,0.0412821844220161
no_conative,24,mid,MM,200.0,0.4677701053768396,-0.1454488455512838,0.0128226134181022,0.0026406785049206,0.135116735137999,0.1355383339672018,0.024725792389363,0.0243543426319956
no_conative,24,mid,MR,200.0,0.5002106674015522,-0.0009956766674619,0.0132109466940164,0.002515808931497,0.1305607356503605,0.1323473985109048,0.0194753731740638,0.0213844540994614
no_conative,24,top,TM,15.0,0.5015619893868765,-0.0053892471224854,0.0140056292215983,0.001442064328123,0.1265917594234148,0.0893184624374099,0.0336069812377293,0.0708802773306767
no_conative,24,top,TR,200.0,0.7067766894400119,0.9763006831372684,0.0095949640870094,0.0007366196833139,0.0882202685438096,0.0602366223483975,0.0169316729530692,0.0455597616592422
no_conative,25,bottom,BL,49.0,0.1977896098883784,-1.5204234779200057,0.0044765955939584,0.0002242095002316,0.0295125503777241,0.0325726462038184,0.0210234021045723,0.0234415443728164
no_conative,25,bottom,BM,151.0,0.3221458552886319,-0.8726922768861979,0.0133494820618471,0.0007033600556429,0.0386308098076195,0.0548853169563017,0.0275392672787142,0.0180728923011299
no_conative,25,bottom,BR,200.0,0.2367403586953878,-1.320710314080279,0.0084254008904099,0.0006551655738084,0.03446144268848,0.058854985566994,0.0205637715803459,0.0214355448633432
no_conative,25,mid,ML,22.0,0.5718322965231809,0.2893427638057871,0.0267356877977197,0.0026666481885289,0.0528438104824586,0.135752882727286,0.0921663618223233,0.0092572898349978
no_conative,25,mid,MM,200.0,0.514990882202983,0.0648815704566056,0.0255147252604365,0.0025284148031446,0.0509757230244576,0.1333916490758753,0.0836625189147889,0.0081986427865922
no_conative,25,mid,MR,200.0,0.4747582171112299,-0.1224624914556018,0.0225994446873664,0.0023776206182273,0.0492193231452256,0.1305576123621488,0.0788579989038407,0.0101227761059999
no_conative,25,top,TL,161.0,0.8230747132567886,1.6089975399002947,0.0039663462905409,0.000331323375954,0.0306525238506172,0.0434019611999092,0.086515745576124,0.0737663086573159
no_conative,25,top,TM,200.0,0.6649448402971029,0.7506607952782436,0.0135193242877721,0.0005511324491062,0.0415910758636891,0.0477854537998654,0.0835271866247057,0.0773328079748898
no_conative,25,top,TR,200.0,0.7326933386921882,1.1333505859298787,0.0087771652638912,0.0005968778783754,0.0353284423425793,0.0529861895136452,0.0829049101099372,0.0652471628226339
